0.100000	0.000000	172736.774733
0.110000	0.000000	135700.426703
0.120000	0.000000	135074.373871
0.130000	0.000000	121113.143867
0.140000	0.000000	122366.536900
0.150000	0.000000	104706.764738
0.160000	0.000000	105433.171514
0.170000	0.000000	92218.327377
0.180000	0.000000	77258.745154
0.190000	0.000000	74009.233657
0.200000	0.000000	67604.975469
0.210000	0.000000	66659.689369
0.220000	0.000000	68045.966550
0.230000	0.000000	58862.338208
0.240000	0.000000	64211.305572
0.250000	0.000000	57060.697817
0.260000	0.000000	50118.239124
0.270000	0.000000	48913.087965
0.280000	0.000000	49821.243025
0.290000	0.000000	46206.507265
0.300000	0.000000	42780.755482
0.310000	0.000000	42842.556800
0.320000	0.000000	41858.039298
0.330000	0.000000	40040.706633
0.340000	0.000000	38217.504845
0.350000	0.000000	36298.584359
0.360000	0.000000	56310.858629
0.370000	0.000000	111000.911804
0.380000	0.000000	120917.791433
0.390000	0.000000	60014.552955
0.400000	0.000000	133120.875924
0.410000	0.000000	36997.053457
0.420000	0.000000	93290.332776
0.430000	0.000000	69757.847767
0.440000	0.000000	80152.522837
0.450000	0.000000	32721.166812
0.460000	0.000000	27085.166608
0.470000	0.000000	26493.000380
0.480000	0.000000	132343.650337
0.490000	0.000000	76951.842502
0.500000	0.000000	38293.671360
0.510000	0.000000	34459.214560
0.520000	0.000000	23699.839535
0.530000	0.000000	31230.945084
0.540000	0.000000	35789.316217
0.550000	0.000000	22570.847977
0.560000	0.000000	26394.512005
0.570000	0.000000	39635.185011
0.580000	0.000000	37900.726076
0.590000	0.000000	28124.043230
0.600000	0.000000	38439.452231
0.610000	0.000000	21045.493181
0.620000	0.000000	21592.252600
0.630000	0.000000	26485.599428
0.640000	0.000000	25364.058828
0.650000	0.000000	61255.177366
0.660000	0.000000	43234.211661
0.670000	0.000000	22384.866632
0.680000	0.000000	21218.404519
0.690000	0.000000	20574.894840
0.700000	0.000000	21184.170872
0.710000	0.000000	22586.778262
0.720000	0.000000	23641.456946
0.730000	0.000000	33473.467997
0.740000	0.000000	18233.090098
0.750000	0.000000	16807.750881
0.760000	0.000000	16617.959221
0.770000	0.000000	27243.604512
0.780000	0.000000	16663.803970
0.790000	0.000000	18057.100745
0.800000	0.000000	18571.199866
0.810000	0.000000	19477.323590
0.820000	0.000000	17834.131394
0.830000	0.000000	16866.047571
0.840000	0.000000	16093.798248
0.850000	0.000000	15397.502708
0.860000	0.000000	15225.743177
0.870000	0.000000	15430.152358
0.880000	0.000000	15712.188947
0.890000	0.000000	15501.081221
0.900000	0.000000	15435.723338
0.910000	0.000000	15424.594223
0.920000	0.000000	15267.397597
0.930000	0.000000	15383.583347
0.940000	0.000000	14985.164274
0.950000	0.000000	14958.989460
0.960000	0.000000	14782.790378
0.970000	0.000000	15031.979889
0.980000	0.000000	14651.748512
0.990000	0.000000	14842.679723
1.000000	0.000000	14836.822149
1.010000	0.000000	18607.484718
1.020000	0.000000	18303.249857
1.030000	0.000000	14714.815672
1.040000	0.000000	17066.048699
