PIXEL_INDEX,MIN_LAT,MAX_LAT,MIN_LON,MAX_LON,AM,NEUTRON_DEN,W_MGO,W_AL2O3,W_SIO2,W_CAO,W_TIO2,W_FEO,W_K,W_TH,W_U,"E[0,0]","E[0,1]","E[0,2]","E[0,3]","E[0,4]","E[0,5]","E[0,6]","E[0,7]","E[0,8]","E[1,1]","E[1,2]","E[1,3]","E[1,4]","E[1,5]","E[1,6]","E[1,7]","E[1,8]","E[2,2]","E[2,3]","E[2,4]","E[2,5]","E[2,6]","E[2,7]","E[2,8]","E[3,3]","E[3,4]","E[3,5]","E[3,6]","E[3,7]","E[3,8]","E[4,4]","E[4,5]","E[4,6]","E[4,7]","E[4,8]","E[5,5]","E[5,6]","E[5,7]","E[5,8]","E[6,6]","E[6,7]","E[6,8]","E[7,7]","E[7,8]","E[8,8]"
753,-12.5,-7.5,30.0,35.0,22.13,1.1481e-06,0.094733,0.23033,0.42915,0.12525,0.015805,0.091185,542.22,1.4003,0.38128,0.00021761,0.0,0.0,-6.6449e-05,0.0,0.0,-0.74273,2.7162e-05,-0.00010128,0.00055401,0.0,-0.00018919,0.0,-5.7571e-05,0.1121,-0.00042087,0.00020771,0.00040497,-1.1099e-05,-1.6389e-05,-5.5836e-07,0.53339,0.00049432,-0.00082197,0.0002074,0.0,0.0,0.086852,-0.00019832,0.00020429,8.5941e-06,2.2685e-06,-0.015676,3.5658e-06,7.5728e-05,2.7833e-05,0.017948,1.0018e-05,8.3148e-05,8465.3,0.0,0.0,0.011349,-0.0018261,0.006629
754,-12.5,-7.5,35.0,40.0,21.999,1.2125e-06,0.090823,0.20383,0.46108,0.15249,0.0091242,0.092533,652.23,1.52,0.41397,0.00024359,0.0,0.0,-7.379e-05,0.0,0.0,-0.83496,2.4741e-05,-0.00010803,0.00061334,0.0,-0.0002073,0.0,-6.2265e-05,0.12867,-0.00047322,0.00021565,0.00045052,-1.3252e-05,-1.7104e-05,8.4122e-07,0.59187,0.00054848,-0.00089059,0.00022853,0.0,0.0,0.098377,-0.00021498,0.0002302,8.3949e-06,2.0976e-06,-0.016179,4.9931e-06,7.7749e-05,2.8164e-05,0.018862,1.4389e-05,8.713e-05,9432.5,0.0,0.0,0.012541,-0.001985,0.0072971
755,-12.5,-7.5,40.0,45.0,22.056,1.1808e-06,0.083894,0.18835,0.43454,0.15502,0.016287,0.11443,599.75,1.4438,0.39316,0.00023897,0.0,0.0,-7.2658e-05,0.0,0.0,-0.81268,2.776e-05,-0.00011178,0.00060586,0.0,-0.00020561,0.0,-6.251e-05,0.12381,-0.00046234,0.00022183,0.00044427,-1.2722e-05,-1.7484e-05,-3.1179e-07,0.58001,0.00054167,-0.00088751,0.0002263,0.0,0.0,0.094996,-0.00021502,0.00022372,8.9169e-06,2.268e-06,-0.01658,4.2753e-06,7.9926e-05,2.9867e-05,0.019213,1.1671e-05,8.9479e-05,9237.8,0.0,0.0,0.012336,-0.001974,0.0072023
756,-12.5,-7.5,45.0,50.0,22.568,1.0534e-06,0.11756,0.17785,0.39929,0.14537,0.019709,0.11747,621.04,1.2953,0.35261,0.00024228,0.0,0.0,-7.4249e-05,0.0,0.0,-0.8365,3.6573e-05,-0.00011196,0.00061787,0.0,-0.00021496,0.0,-6.788e-05,0.12353,-0.00045278,0.00024871,0.00044815,-1.0443e-05,-2.0255e-05,-2.548e-06,0.60739,0.00055263,-0.00094195,0.0002355,0.0,0.0,0.099038,-0.00023299,0.00021562,1.1873e-05,3.3321e-06,-0.019883,1.8625e-06,9.6075e-05,3.687e-05,0.023381,4.5261e-06,9.9556e-05,9641.7,0.0,0.0,0.012678,-0.0020981,0.0075436
757,-12.5,-7.5,50.0,55.0,22.563,1.0607e-06,0.095221,0.17843,0.43982,0.1374,0.013453,0.12475,809.13,1.1429,0.311,0.00025231,0.0,0.0,-7.7902e-05,0.0,0.0,-0.86945,3.7857e-05,-0.00012207,0.00064651,0.0,-0.00022543,0.0,-7.1054e-05,0.12793,-0.00047094,0.00025756,0.00046863,-1.1413e-05,-2.1074e-05,-2.5745e-06,0.63144,0.00057489,-0.00098029,0.00024696,0.0,0.0,0.10273,-0.00024399,0.00022848,1.2216e-05,3.4046e-06,-0.020504,2.2678e-06,9.9817e-05,3.8518e-05,0.024412,4.8252e-06,0.00010368,10078.0,0.0,0.0,0.013213,-0.0021757,0.0078774
758,-12.5,-7.5,55.0,60.0,22.013,1.2335e-06,0.13134,0.20538,0.41277,0.15441,0.0066546,0.10531,608.33,1.3668,0.37214,0.00023609,0.0,0.0,-7.1348e-05,0.0,0.0,-0.8065,2.2358e-05,-0.00010385,0.00059378,0.0,-0.0002003,0.0,-6.0103e-05,0.12479,-0.00045877,0.00020713,0.00043628,-1.2858e-05,-1.6247e-05,4.5104e-07,0.57145,0.00053093,-0.00086561,0.00022076,0.0,0.0,0.094124,-0.00020722,0.00022424,7.8321e-06,1.9131e-06,-0.015401,5.2101e-06,7.394e-05,2.735e-05,0.017857,1.3941e-05,8.5909e-05,9132.2,0.0,0.0,0.012142,-0.0019108,0.0070683
759,-12.5,-7.5,60.0,65.0,21.748,1.3995e-06,0.10456,0.26276,0.45131,0.13192,0.0014282,0.06537,680.15,1.3883,0.37801,0.00023798,0.0,0.0,-7.0016e-05,0.0,0.0,-0.81676,1.2599e-05,-9.9298e-05,0.00058997,0.0,-0.00019229,0.0,-5.5187e-05,0.13466,-0.00048454,0.00017494,0.00043942,-1.5125e-05,-1.4245e-05,3.3561e-06,0.56627,0.00053593,-0.00082797,0.00021396,0.0,0.0,0.093768,-0.00019112,0.00023728,5.9208e-06,1.2248e-06,-0.013426,6.7509e-06,6.2632e-05,2.0994e-05,0.014475,2.103e-05,7.5382e-05,9178.9,0.0,0.0,0.012209,-0.0018442,0.007014
760,-12.5,-7.5,65.0,70.0,21.792,1.3528e-06,0.095982,0.23487,0.41743,0.16744,0.0054991,0.073639,745.26,1.7233,0.46946,0.00023345,0.0,0.0,-6.9199e-05,0.0,0.0,-0.80062,1.6522e-05,-9.6542e-05,0.0005791,0.0,-0.00018987,0.0,-5.5158e-05,0.12975,-0.00047178,0.00018432,0.00042939,-1.4007e-05,-1.4368e-05,2.9285e-06,0.55768,0.00052792,-0.00081927,0.00021092,0.0,0.0,0.092486,-0.00019241,0.0002271,6.2057e-06,1.3543e-06,-0.013573,5.9119e-06,6.3652e-05,2.1795e-05,0.015133,1.9116e-05,7.4852e-05,9011.7,0.0,0.0,0.012045,-0.0018495,0.0068675
761,-12.5,-7.5,70.0,75.0,21.788,1.3956e-06,0.099158,0.21145,0.483,0.1454,0.0055485,0.062611,720.35,1.2407,0.3377,0.00021851,0.0,0.0,-6.4243e-05,0.0,0.0,-0.74773,1.1211e-05,-9.2498e-05,0.00054047,0.0,-0.00017692,0.0,-5.0566e-05,0.12258,-0.00044062,0.00016322,0.00040348,-1.3997e-05,-1.3069e-05,2.9924e-06,0.51928,0.00049056,-0.00075917,0.00019726,0.0,0.0,0.085627,-0.00017757,0.0002166,5.4863e-06,1.1396e-06,-0.012352,6.2221e-06,5.7364e-05,1.9276e-05,0.013479,1.8935e-05,6.9065e-05,8434.4,0.0,0.0,0.011173,-0.0016858,0.006441
762,-12.5,-7.5,75.0,80.0,21.643,1.4989e-06,0.11213,0.27308,0.43299,0.12485,0.0042397,0.061549,259.58,1.0674,0.2904,0.00020531,0.0,0.0,-5.9512e-05,0.0,0.0,-0.69464,6.0201e-06,-8.9209e-05,0.00050729,0.0,-0.00016175,0.0,-4.6345e-05,0.11789,-0.0004276,0.00013649,0.00037993,-1.4627e-05,-1.1486e-05,3.609e-06,0.47745,0.00046311,-0.00070058,0.00018111,0.0,0.0,0.077831,-0.0001573,0.00021201,4.4693e-06,8.1011e-07,-0.010729,6.3825e-06,4.9616e-05,1.6482e-05,0.011008,2.0508e-05,6.3237e-05,7761.6,0.0,0.0,0.010483,-0.0015394,0.006034
763,-12.5,-7.5,80.0,85.0,21.756,1.4916e-06,0.048244,0.26282,0.44422,0.16493,0.0068239,0.061579,517.22,1.0195,0.27734,0.0002018,0.0,0.0,-5.9114e-05,0.0,0.0,-0.69522,7.6657e-06,-8.9531e-05,0.00050365,0.0,-0.00016179,0.0,-4.6085e-05,0.11761,-0.00042374,0.00013705,0.00037595,-1.4463e-05,-1.1408e-05,3.3933e-06,0.478,0.00046006,-0.0006984,0.00018075,0.0,0.0,0.078668,-0.00015831,0.00021147,4.484e-06,8.4841e-07,-0.010728,6.175e-06,4.9677e-05,1.6413e-05,0.011089,2.0042e-05,6.3339e-05,7840.0,0.0,0.0,0.010496,-0.0015448,0.0060157
764,-12.5,-7.5,85.0,90.0,21.757,1.4782e-06,0.082162,0.21943,0.46525,0.1528,0.0077195,0.06686,353.2,1.1314,0.30786,0.0002082,0.0,0.0,-6.0785e-05,0.0,0.0,-0.70835,7.7194e-06,-9.1989e-05,0.00051671,0.0,-0.00016623,0.0,-4.7396e-05,0.11951,-0.00043277,0.00014357,0.00038707,-1.4794e-05,-1.1933e-05,3.5471e-06,0.48922,0.00047237,-0.00071895,0.00018619,0.0,0.0,0.079446,-0.00016406,0.00021573,4.7376e-06,8.8733e-07,-0.011232,6.3557e-06,5.1835e-05,1.7061e-05,0.011419,2.0238e-05,6.4599e-05,7973.5,0.0,0.0,0.010784,-0.001593,0.0061911
765,-12.5,-7.5,90.0,95.0,21.614,1.554e-06,0.089125,0.22856,0.43665,0.18989,0.002201,0.058981,305.28,0.67512,0.18331,0.00020215,0.0,0.0,-5.8006e-05,0.0,0.0,-0.68913,2.3014e-06,-8.5272e-05,0.00049814,0.0,-0.00015804,0.0,-4.4478e-05,0.11992,-0.00041651,0.00012824,0.0003735,-1.4839e-05,-1.0835e-05,4.1306e-06,0.46984,0.00045171,-0.00067955,0.00017766,0.0,0.0,0.076105,-0.00015418,0.00020879,4.0508e-06,6.7962e-07,-0.010124,6.5252e-06,4.637e-05,1.5036e-05,0.010231,2.0739e-05,5.9466e-05,7682.5,0.0,0.0,0.010208,-0.0014695,0.0059173
766,-12.5,-7.5,95.0,100.0,21.748,1.5542e-06,0.072386,0.26283,0.4493,0.15549,0.0,0.057054,515.63,0.57978,0.15728,0.00020929,0.0,0.0,-6.0166e-05,0.0,0.0,-0.72017,2.4969e-06,-9.0681e-05,0.00051843,0.0,-0.00016473,0.0,-4.6491e-05,0.12498,-0.00043576,0.00013277,0.0003888,-1.5479e-05,-1.1275e-05,4.0302e-06,0.4915,0.00047082,-0.00071095,0.00018484,0.0,0.0,0.080004,-0.00015919,0.00021969,4.2048e-06,7.0784e-07,-0.010577,6.7992e-06,4.8413e-05,1.5891e-05,0.010786,2.1575e-05,6.3331e-05,8105.1,0.0,0.0,0.010672,-0.0015368,0.0062141
767,-12.5,-7.5,100.0,105.0,21.858,1.5578e-06,0.087587,0.2719,0.42921,0.14003,0.0043472,0.050744,186.71,0.63925,0.17351,0.00022534,0.0,0.0,-6.5051e-05,0.0,0.0,-0.77496,4.5753e-06,-9.8925e-05,0.00056148,0.0,-0.0001784,0.0,-5.0309e-05,0.13484,-0.00048132,0.00014345,0.00042023,-1.6739e-05,-1.2238e-05,4.6176e-06,0.52983,0.00051613,-0.00077296,0.00020013,0.0,0.0,0.08602,-0.00017259,0.00024062,4.6111e-06,7.8185e-07,-0.011571,7.3443e-06,5.2915e-05,1.7017e-05,0.011573,2.4118e-05,6.811e-05,8730.6,0.0,0.0,0.011765,-0.0016989,0.0067665
768,-12.5,-7.5,105.0,110.0,21.815,1.5463e-06,0.078316,0.21926,0.44955,0.17279,0.004256,0.058421,196.57,0.49055,0.13292,0.00020943,0.0,0.0,-6.032e-05,0.0,0.0,-0.71485,3.4845e-06,-9.4185e-05,0.00052391,0.0,-0.00016701,0.0,-4.7136e-05,0.12386,-0.00043985,0.00013794,0.00039182,-1.5305e-05,-1.1528e-05,4.1714e-06,0.4908,0.00047595,-0.0007181,0.00018704,0.0,0.0,0.078306,-0.00016242,0.00022023,4.3706e-06,7.4259e-07,-0.010834,6.8602e-06,4.9677e-05,1.6124e-05,0.010625,2.1767e-05,6.3664e-05,8064.5,0.0,0.0,0.010779,-0.0015572,0.0062816
769,-12.5,-7.5,110.0,115.0,21.897,1.5016e-06,0.062104,0.20406,0.46236,0.16623,0.0040524,0.074561,242.32,0.63102,0.17127,0.00021329,0.0,0.0,-6.2566e-05,0.0,0.0,-0.72971,6.0187e-06,-9.9772e-05,0.00053483,0.0,-0.00017224,0.0,-4.9163e-05,0.12388,-0.00044555,0.00014404,0.00039927,-1.5558e-05,-1.2172e-05,3.5345e-06,0.50298,0.00048504,-0.00074114,0.00019261,0.0,0.0,0.081524,-0.00016765,0.0002261,4.7652e-06,8.7198e-07,-0.011399,6.7353e-06,5.3097e-05,1.7725e-05,0.011724,2.0961e-05,6.8033e-05,8244.3,0.0,0.0,0.01103,-0.0016119,0.0064403
770,-12.5,-7.5,115.0,120.0,21.911,1.501e-06,0.07939,0.23602,0.45522,0.15082,0.004775,0.061405,213.73,0.29689,0.080052,0.0002142,0.0,0.0,-6.2584e-05,0.0,0.0,-0.7321,4.4048e-06,-9.8045e-05,0.00053723,0.0,-0.00017327,0.0,-4.9004e-05,0.12438,-0.00044259,0.00014605,0.00040121,-1.5547e-05,-1.2237e-05,3.5609e-06,0.50561,0.00048306,-0.00074677,0.00019372,0.0,0.0,0.081205,-0.00016762,0.00022617,4.8042e-06,8.8688e-07,-0.011486,6.8583e-06,5.3437e-05,1.7535e-05,0.011679,2.095e-05,6.785e-05,8257.1,0.0,0.0,0.010881,-0.001586,0.0064614
771,-12.5,-7.5,120.0,125.0,21.726,1.5425e-06,0.08338,0.2134,0.45669,0.16635,0.0021334,0.061876,289.33,0.54392,0.14749,0.00020971,0.0,0.0,-6.0356e-05,0.0,0.0,-0.7179,3.0817e-06,-9.1458e-05,0.00052133,0.0,-0.00016619,0.0,-4.7021e-05,0.12423,-0.00043641,0.0001345,0.00039008,-1.5127e-05,-1.1451e-05,4.1017e-06,0.49126,0.00047258,-0.00071237,0.00018597,0.0,0.0,0.079256,-0.00016118,0.0002184,4.3303e-06,7.3981e-07,-0.010716,6.8166e-06,4.9262e-05,1.6171e-05,0.010812,2.1608e-05,6.3561e-05,8060.2,0.0,0.0,0.010697,-0.0015432,0.0062193
772,-12.5,-7.5,125.0,130.0,21.678,1.5986e-06,0.081123,0.26278,0.43874,0.16142,0.0018025,0.049323,195.13,0.46411,0.1257,0.00021902,0.0,0.0,-6.2283e-05,0.0,0.0,-0.74668,1.0817e-06,-9.5432e-05,0.00054426,0.0,-0.0001704,0.0,-4.816e-05,0.13173,-0.00046332,0.00013408,0.0004079,-1.6029e-05,-1.1531e-05,5.0785e-06,0.50799,0.00049405,-0.00073379,0.00019094,0.0,0.0,0.081571,-0.00016187,0.00022964,4.194e-06,6.6879e-07,-0.010776,7.1956e-06,4.9098e-05,1.5689e-05,0.010478,2.4065e-05,6.3743e-05,8363.8,0.0,0.0,0.01111,-0.00158,0.0064781
773,-12.5,-7.5,130.0,135.0,21.742,1.6406e-06,0.044635,0.25309,0.46604,0.15173,0.0056939,0.050469,461.32,0.32524,0.087791,0.00020088,0.0,0.0,-5.7019e-05,0.0,0.0,-0.68917,-1.0904e-06,-8.9642e-05,0.00049681,0.0,-0.00015483,0.0,-4.3657e-05,0.12342,-0.00042943,0.00011209,0.00037513,-1.604e-05,-1.0384e-05,4.391e-06,0.4676,0.00045524,-0.00067247,0.0001746,0.0,0.0,0.07503,-0.00014671,0.00021773,3.7165e-06,5.6104e-07,-0.0098526,6.8607e-06,4.4047e-05,1.4064e-05,0.0090485,2.2612e-05,5.991e-05,7805.5,0.0,0.0,0.010289,-0.001449,0.0060127
774,-12.5,-7.5,135.0,140.0,21.746,1.6162e-06,0.062254,0.22858,0.46098,0.1758,0.002109,0.049401,347.76,0.6319,0.17151,0.00022318,0.0,0.0,-6.3709e-05,0.0,0.0,-0.76627,-2.3098e-07,-9.6243e-05,0.00054948,0.0,-0.00017241,0.0,-4.8401e-05,0.13659,-0.00046921,0.00012754,0.00041433,-1.7337e-05,-1.1565e-05,4.8104e-06,0.52002,0.00050187,-0.00074356,0.00019424,0.0,0.0,0.083404,-0.00016536,0.00023748,4.1643e-06,6.6266e-07,-0.010872,7.3214e-06,4.927e-05,1.5766e-05,0.01053,2.4326e-05,6.5788e-05,8629.3,0.0,0.0,0.011424,-0.0016151,0.0066426
775,-12.5,-7.5,140.0,145.0,21.848,1.5848e-06,0.092511,0.22109,0.46496,0.14908,0.0022624,0.045839,258.3,0.71098,0.1931,0.00021849,0.0,0.0,-6.276e-05,0.0,0.0,-0.74995,1.1644e-06,-9.4453e-05,0.00053617,0.0,-0.0001693,0.0,-4.7643e-05,0.13132,-0.00045936,0.00013033,0.00040424,-1.6408e-05,-1.163e-05,4.7106e-06,0.51049,0.00049315,-0.00073253,0.00019098,0.0,0.0,0.083603,-0.00016421,0.00023062,4.2913e-06,7.0904e-07,-0.010958,7.1554e-06,4.9914e-05,1.576e-05,0.010857,2.3577e-05,6.4394e-05,8451.8,0.0,0.0,0.011257,-0.0016096,0.0065253
776,-12.5,-7.5,145.0,150.0,21.667,1.6028e-06,0.077963,0.23986,0.45141,0.16772,0.0,0.049881,347.79,0.91108,0.24772,0.0002402,0.0,0.0,-6.8148e-05,0.0,0.0,-0.8237,4.9618e-07,-0.00010099,0.00059042,0.0,-0.00018482,0.0,-5.2251e-05,0.14686,-0.00050412,0.00013936,0.00044368,-1.7601e-05,-1.2474e-05,5.2838e-06,0.55774,0.00053955,-0.00079491,0.00020741,0.0,0.0,0.090436,-0.00017733,0.00025061,4.4901e-06,7.2625e-07,-0.011675,7.7388e-06,5.2957e-05,1.7063e-05,0.011338,2.6066e-05,7.0296e-05,9215.9,0.0,0.0,0.012236,-0.0017411,0.0070904
777,-12.5,-7.5,150.0,155.0,21.736,1.5399e-06,0.057394,0.29368,0.42983,0.16427,0.0027856,0.047511,619.33,1.0551,0.28705,0.00022101,0.0,0.0,-6.3445e-05,0.0,0.0,-0.76207,4.2758e-06,-9.1878e-05,0.00054694,0.0,-0.00017296,0.0,-4.8909e-05,0.13187,-0.00046332,0.00014406,0.00040971,-1.5283e-05,-1.1951e-05,4.4256e-06,0.52002,0.00049878,-0.00074632,0.0001935,0.0,0.0,0.085571,-0.00016679,0.00022667,4.4999e-06,7.9044e-07,-0.011303,6.9556e-06,5.1237e-05,1.6652e-05,0.011544,2.295e-05,6.5635e-05,8561.1,0.0,0.0,0.011306,-0.0016402,0.0065203
778,-12.5,-7.5,155.0,160.0,21.691,1.4819e-06,0.057554,0.25915,0.46458,0.19012,0.0,0.039879,828.18,1.2562,0.34194,0.00023932,0.0,0.0,-6.9202e-05,0.0,0.0,-0.82436,7.0863e-06,-9.8975e-05,0.00059273,0.0,-0.0001891,0.0,-5.3878e-05,0.14051,-0.0004958,0.00016322,0.00044266,-1.5517e-05,-1.3364e-05,4.8728e-06,0.56493,0.00053851,-0.00080673,0.00021087,0.0,0.0,0.093174,-0.00018497,0.00023871,5.155e-06,9.9888e-07,-0.012477,7.2198e-06,5.7601e-05,1.8647e-05,0.013124,2.4184e-05,7.0867e-05,9288.5,0.0,0.0,0.012226,-0.0017945,0.007033
779,-12.5,-7.5,160.0,165.0,21.616,1.5956e-06,0.058765,0.2961,0.43922,0.18135,0.0017427,0.035972,673.45,1.0707,0.29131,0.00023346,0.0,0.0,-6.634e-05,0.0,0.0,-0.80672,2.8233e-06,-9.3756e-05,0.00057246,0.0,-0.00017823,0.0,-5.0534e-05,0.14221,-0.00049436,0.00014164,0.00043032,-1.6749e-05,-1.2138e-05,5.6714e-06,0.54669,0.00052637,-0.00077471,0.00020024,0.0,0.0,0.089864,-0.00017244,0.00024089,4.376e-06,7.1838e-07,-0.011431,7.3454e-06,5.1477e-05,1.6136e-05,0.011204,2.6085e-05,6.5874e-05,9051.7,0.0,0.0,0.011989,-0.0017151,0.006831
780,-12.5,-7.5,165.0,170.0,21.74,1.6191e-06,0.028814,0.25746,0.46261,0.19664,0.0010728,0.039022,691.78,0.94611,0.25729,0.00026468,0.0,0.0,-7.5057e-05,0.0,0.0,-0.91371,1.8722e-06,-0.00011449,0.00065598,0.0,-0.0002045,0.0,-5.7285e-05,0.16381,-0.00056695,0.00015858,0.00049291,-1.9242e-05,-1.3677e-05,6.2643e-06,0.61838,0.0006037,-0.00087983,0.00022954,0.0,0.0,0.10038,-0.0001967,0.00027766,4.8915e-06,7.8674e-07,-0.012859,8.5813e-06,5.8024e-05,1.8191e-05,0.012158,2.9587e-05,7.6087e-05,10362.0,0.0,0.0,0.013745,-0.0019555,0.0078913
781,-12.5,-7.5,170.0,175.0,21.623,1.5801e-06,0.031083,0.2755,0.45153,0.17637,0.0053655,0.050979,496.14,1.0872,0.29582,0.00023929,0.0,0.0,-6.8378e-05,0.0,0.0,-0.81915,4.5624e-06,-0.00010536,0.00059153,0.0,-0.00018534,0.0,-5.2678e-05,0.14399,-0.00051122,0.00014599,0.00044396,-1.7482e-05,-1.271e-05,5.134e-06,0.55563,0.00054427,-0.00079798,0.000208,0.0,0.0,0.09168,-0.00017898,0.00024954,4.6987e-06,7.7881e-07,-0.011912,7.8263e-06,5.4082e-05,1.7448e-05,0.011733,2.626e-05,7.0744e-05,9198.0,0.0,0.0,0.012398,-0.0017775,0.0070483
782,-12.5,-7.5,175.0,180.0,21.592,1.6472e-06,0.063918,0.28079,0.44415,0.1589,0.0027108,0.039104,286.83,0.83637,0.22733,0.00023251,0.0,0.0,-6.5495e-05,0.0,0.0,-0.79491,-1.8151e-06,-9.9603e-05,0.00056989,0.0,-0.00017681,0.0,-4.9691e-05,0.14246,-0.00049086,0.00012917,0.00042943,-1.7967e-05,-1.1729e-05,5.7799e-06,0.53599,0.00052143,-0.00075968,0.00019955,0.0,0.0,0.087084,-0.00016981,0.00024543,4.1387e-06,6.0101e-07,-0.01099,7.8837e-06,4.9266e-05,1.5496e-05,0.010413,2.6421e-05,6.5279e-05,8904.2,0.0,0.0,0.011925,-0.001669,0.00683
783,-7.5,-2.5,-180.0,-175.0,21.675,1.7169e-06,0.04481,0.25641,0.44801,0.17298,0.0,0.046311,289.4,0.61116,0.16585,0.00021388,0.0,0.0,-5.8952e-05,0.0,0.0,-0.73956,-4.9697e-06,-9.0879e-05,0.00052683,0.0,-0.00016014,0.0,-4.5402e-05,0.14006,-0.00047129,0.00011116,0.00039947,-1.7461e-05,-1.0475e-05,5.5004e-06,0.4957,0.00049241,-0.00070387,0.00018099,0.0,0.0,0.076662,-0.00015002,0.00023159,3.5161e-06,4.448e-07,-0.0098945,7.2643e-06,4.3661e-05,1.381e-05,0.0084725,2.611e-05,6.09e-05,8329.5,0.0,0.0,0.011144,-0.0015542,0.006428
784,-7.5,-2.5,-175.0,-170.0,21.673,1.6785e-06,0.051649,0.29781,0.42145,0.1551,0.0022696,0.041265,299.22,0.45394,0.12292,0.00022803,0.0,0.0,-6.3119e-05,0.0,0.0,-0.78364,-4.6538e-06,-9.7218e-05,0.00056499,0.0,-0.00017341,0.0,-4.8792e-05,0.14565,-0.00049487,0.00012923,0.0004264,-1.7796e-05,-1.1383e-05,5.67e-06,0.52855,0.00052054,-0.00075749,0.00019519,0.0,0.0,0.081728,-0.00016162,0.00024348,3.9298e-06,5.2608e-07,-0.010807,7.7598e-06,4.7696e-05,1.512e-05,0.0095417,2.6843e-05,6.5087e-05,8829.1,0.0,0.0,0.011732,-0.0016462,0.0068344
785,-7.5,-2.5,-170.0,-165.0,21.71,1.684e-06,0.037962,0.31284,0.44158,0.14068,0.0032047,0.038502,224.35,0.37073,0.10021,0.00026456,0.0,0.0,-7.3891e-05,0.0,0.0,-0.90811,-5.3414e-06,-0.00011853,0.00065683,0.0,-0.00020181,0.0,-5.693e-05,0.16867,-0.00057814,0.00014418,0.00049509,-2.11e-05,-1.3302e-05,6.6114e-06,0.61099,0.00060473,-0.00087705,0.00022717,0.0,0.0,0.095987,-0.0001856,0.00028724,4.6055e-06,6.2954e-07,-0.012508,9.0082e-06,5.5879e-05,1.7581e-05,0.01112,3.1682e-05,7.6366e-05,10223.0,0.0,0.0,0.013592,-0.0019003,0.0079669
786,-7.5,-2.5,-165.0,-160.0,21.67,1.7091e-06,0.058016,0.28372,0.44719,0.13981,0.0048603,0.03947,108.95,0.43465,0.11766,0.00024156,0.0,0.0,-6.6847e-05,0.0,0.0,-0.82827,-5.9182e-06,-0.0001023,0.00059623,0.0,-0.00018181,0.0,-5.1194e-05,0.15646,-0.00053174,0.00012403,0.00045087,-1.9082e-05,-1.1926e-05,6.3231e-06,0.55664,0.00055355,-0.00079537,0.00020462,0.0,0.0,0.086144,-0.00016729,0.00026211,4.0739e-06,5.4374e-07,-0.011338,8.2467e-06,5.0014e-05,1.5477e-05,0.0095107,2.9502e-05,6.8482e-05,9274.8,0.0,0.0,0.012464,-0.0017353,0.0072494
787,-7.5,-2.5,-160.0,-155.0,21.811,1.6964e-06,0.048194,0.23322,0.45789,0.17796,0.0032794,0.043876,231.62,0.38893,0.10518,0.00021577,0.0,0.0,-6.0048e-05,0.0,0.0,-0.74397,-5.4708e-06,-9.4316e-05,0.00053377,0.0,-0.00016425,0.0,-4.5872e-05,0.13902,-0.00047004,0.00011833,0.00040409,-1.7322e-05,-1.081e-05,5.4634e-06,0.50173,0.00049508,-0.00071775,0.00018552,0.0,0.0,0.077303,-0.00015441,0.00023403,3.7249e-06,5.0006e-07,-0.010279,7.4559e-06,4.5549e-05,1.4092e-05,0.0090033,2.5619e-05,6.1507e-05,8411.9,0.0,0.0,0.011188,-0.0015627,0.006549
788,-7.5,-2.5,-155.0,-150.0,21.733,1.7326e-06,0.045501,0.31147,0.43607,0.14123,0.0018277,0.038389,298.98,0.51696,0.14013,0.00021146,0.0,0.0,-5.8175e-05,0.0,0.0,-0.7287,-5.91e-06,-9.0417e-05,0.00052097,0.0,-0.00015795,0.0,-4.4332e-05,0.13917,-0.00046778,0.00010794,0.00039454,-1.6911e-05,-1.0251e-05,5.603e-06,0.48727,0.00048571,-0.0006921,0.00017833,0.0,0.0,0.075495,-0.00014512,0.00022938,3.4441e-06,4.2171e-07,-0.0097331,7.1917e-06,4.2775e-05,1.3324e-05,0.0083206,2.6027e-05,5.9212e-05,8217.0,0.0,0.0,0.010967,-0.0015175,0.0063649
789,-7.5,-2.5,-150.0,-145.0,21.806,1.7011e-06,0.072793,0.25798,0.4442,0.16694,0.0013325,0.038461,203.85,0.294,0.079261,0.00021509,0.0,0.0,-5.9927e-05,0.0,0.0,-0.74087,-5.4869e-06,-9.3197e-05,0.00053343,0.0,-0.00016387,0.0,-4.6046e-05,0.13919,-0.00047109,0.00011646,0.00040244,-1.7202e-05,-1.0746e-05,5.7437e-06,0.49917,0.00049321,-0.00071618,0.00018476,0.0,0.0,0.076792,-0.00015185,0.0002345,3.6788e-06,4.9204e-07,-0.010133,7.3694e-06,4.5314e-05,1.394e-05,0.0086655,2.6215e-05,6.0899e-05,8383.3,0.0,0.0,0.011137,-0.0015516,0.0065138
790,-7.5,-2.5,-145.0,-140.0,21.779,1.732e-06,0.063225,0.28611,0.42899,0.14822,0.007423,0.037678,70.199,0.31943,0.086205,0.00021045,0.0,0.0,-5.8373e-05,0.0,0.0,-0.72008,-6.8355e-06,-9.2407e-05,0.00051843,0.0,-0.00015844,0.0,-4.4325e-05,0.13566,-0.00046039,0.00010858,0.00039298,-1.7586e-05,-1.0352e-05,5.5732e-06,0.4845,0.00048054,-0.00069465,0.00017937,0.0,0.0,0.074365,-0.00014672,0.00023079,3.522e-06,4.5391e-07,-0.0098418,7.351e-06,4.345e-05,1.326e-05,0.0083046,2.5767e-05,5.9064e-05,8129.9,0.0,0.0,0.010907,-0.0015034,0.006353
