,class_file_name,date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag,Unnamed: 29,active_region,V0_LAT,V1_LAT,V2_LAT,V3_LAT,V0_LON,V1_LON,V2_LON,V3_LON,STARTIME,ENDTIME,Centroid_LAT,Centroid_LON,ca,mg,fe,ti,al,o,si
1354480,20220508T040450612_20220508T040458612,20220508,13465.0,609.81,13955.0,6386.55,15285.0,634.34,2,True,True,C6,C6,524.6,13105.76,5662.37,13742.96,180.71,524.22,15525.107,0.996,8050.11,12535.0,41.45,14045.0,6067.55,17215.0,42.9,True,,,-21.7212,-22.9617,-23.3082,-22.0605,137.114,136.739,137.652,138.022,2022-05-08T04:04:50.612,2022-05-08T04:04:58.612,-22.5129,137.38175,12.51968503937008,6.009049773755656,3.684210526315789,0.5660377358490567,15.294117647058822,45.21338912133891,16.713510156311685
192407,20240221T224754659_20240221T224802659,20240221,80955.0,0.0,83945.0,10167.47,85675.0,3559.75,2,True,True,M1,M1,2357.99,16004100.42,5092.49,83942.16,0.42,1648.4,5470868.985,0.658,8190.6,80955.0,57.38,83085.0,20024.3,85675.0,3572.91,True,,False,-73.2867,-74.2784,-73.922,-72.9446,-26.748,-25.4705,-23.3924,-24.7635,2024-02-21T22:47:54.659,2024-02-21T22:48:02.659,-73.607925,-25.0936,11.637795275590552,6.588235294117647,4.2105263157894735,0.7075471698113207,14.666666666666666,45.44769874476987,16.741530533254462
207106,20201102T153300698_20201102T153308698,20201102,54975.0,28.27,56255.0,82.55,58145.0,8.33,11,False,True,B2,A8,208.84,83.7,615.44,56114.05,866.21,147.64,200.412,0.877,539.11,54975.0,36.99,56595.0,94.84,59335.0,-21.74,True,,False,-65.7421,-66.703,-67.1089,-66.138,26.6429,25.6137,27.0088,28.0014,2020-11-02T15:33:00.698,2020-11-02T15:33:08.698,-66.423,26.8167,10.62992125984252,9.122171945701355,4.2105263157894735,0.9622641509433962,12.705882352941176,45.53556485355649,16.833669121225597
1350753,20220506T084638334_20220506T084646334,20220506,30505.0,77.12,30865.0,734.94,31935.0,73.67,4,False,True,C1,B7,803.7,1597.14,627.06,30702.46,133.89,427.42,3906.049,0.914,1044.14,29815.0,-49.1,30925.0,717.78,34015.0,-145.25,True,,,-4.7293,-6.0381,-6.1222,-4.8069,160.879,160.794,161.708,161.792,2022-05-06T08:46:38.334,2022-05-06T08:46:46.334,-5.424125,161.29325,13.338582677165354,4.561085972850679,4.473684210526316,0.7641509433962264,15.215686274509803,45.38912133891213,16.25768858263949
773244,20220609T103201361_20220609T103209361,20220609,36545.0,140.62,37085.0,1483.54,40675.0,148.11,4,True,True,C1,C1,453.12,6654.65,947.28,36789.92,172.69,1520.42,562.988,0.997,6345.24,35215.0,-7.32,37085.0,1499.8,43375.0,0.61,True,,,-13.0332,-14.3368,-14.3259,-13.0224,71.6377,71.6504,72.5793,72.5619,2022-06-09T10:32:01.361,2022-06-09T10:32:09.361,-13.679575,72.10732499999999,8.4251968503937,8.32579185520362,5.394736842105264,0.9339622641509432,13.254901960784313,46.53138075313807,17.134029474224093
394401,20210809T061409166_20210809T061417166,20210809,21475.0,3.95,21955.0,42.3,22485.0,38.0,10,True,False,A7,A4,33.14,630.12,22.86,21651.5,130.17,4497.29,14.954,0.962,339.76,18895.0,-0.34,22035.0,49.68,22485.0,33.46,True,,False,-67.753,-68.7627,-68.2462,-67.251,-61.4588,-60.1469,-58.5442,-59.8954,2021-08-09T06:14:09.166,2021-08-09T06:14:17.166,-68.00322499999999,-60.011325,11.007874015748031,6.8054298642533935,5.394736842105264,1.1320754716981134,15.372549019607844,45.21338912133891,15.073945665248443
358787,20201114T092333833_20201114T092341833,20201114,33625.0,1.27,34395.0,12.74,35175.0,1.26,2,True,False,B1,A1,128.03,13.12,63.8,34307.09,349.53,90.11,2.142,0.904,69.01,32815.0,0.96,34235.0,15.91,35455.0,-0.39,True,,,77.4546,76.4933,77.0385,78.0243,-125.98,-123.527,-121.008,-123.371,2020-11-14T09:23:33.833,2020-11-14T09:23:41.833,77.252675,-123.4715,12.89763779527559,5.285067873303167,2.368421052631579,0.339622641509434,17.80392156862745,45.1255230125523,16.17980605610049
944235,20210420T191027094_20210420T191035094,20210420,68575.0,37.32,69955.0,94.45,73735.0,16.83,14,True,False,B1,A9,87.62,172.06,91.93,69095.0,796.92,1869.39,39.807,0.945,980.47,68575.0,38.9,69885.0,107.1,73735.0,12.02,True,,False,-82.4142,-83.558,-83.9524,-82.7694,138.137,134.666,141.551,144.105,2021-04-20T19:10:27.094,2021-04-20T19:10:35.094,-83.1735,139.61475,10.692913385826772,6.3710407239819,3.684210526315789,0.5094339622641509,16.627450980392158,45.85774058577406,16.257209835445167
317812,20200310T103023308_20200310T103031308,20200310,35355.0,0.36,35785.0,3.49,37975.0,0.42,28,True,True,A1,sub-A,15.02,13.02,2.35,35555.0,143.77,1000.44,1.815,0.397,75.31,34015.0,-1.77,36155.0,7.47,37975.0,1.45,True,,,-21.8333,-23.032,-22.9727,-21.7757,-85.9025,-85.8515,-84.9953,-85.0536,2020-03-10T10:30:23.308,2020-03-10T10:30:31.308,-22.403425,-85.450725,12.83464566929134,2.244343891402715,4.736842105263158,1.30188679245283,17.176470588235293,45.18410041841004,16.521710534944617
810496,20210417T122013377_20210417T122021377,20210417,41655.0,9.43,43865.0,93.87,45415.0,53.41,10,False,True,B1,A9,90.18,155.64,100.05,43005.01,857.52,1671.92,58.514,0.936,1510.66,41335.0,-1.43,43605.0,112.36,45415.0,57.52,True,,,-2.6302,-3.9593,-3.968,-2.6359,-179.807,-179.814,-178.883,-178.876,2021-04-17T12:20:13.377,2021-04-17T12:20:21.377,-3.29835,-179.345,13.086614173228346,4.126696832579186,3.421052631578948,0.679245283018868,18.274509803921568,44.71548117154812,15.696400104124962
161156,20200523T052607455_20200523T052615455,20200523,18545.0,1.42,19465.0,14.22,20935.0,6.86,19,False,False,A3,A1,16.39,46.37,9.98,18985.75,309.08,1800.07,4.447,0.854,349.41,17695.0,-1.13,18805.0,27.14,20935.0,3.64,True,,,-85.693,-86.9288,-86.9639,-85.7178,14.6571,11.6713,27.567,25.9225,2020-05-23T05:26:07.455,2020-05-23T05:26:15.455,-86.325875,19.954475,12.708661417322835,7.167420814479638,3.289473684210526,0.7075471698113207,13.568627450980394,44.86192468619247,17.69634477700282
881531,20211117T033709884_20211117T033717884,20211117,10255.0,31.62,12135.0,43.42,16615.0,7.74,4,True,False,B1,A4,85.8,45.21,184.65,11485.0,2286.96,701.84,9.094,0.935,1393.26,10255.0,33.44,12085.0,52.25,16615.0,-0.09,True,,,-31.1562,-32.3586,-32.3704,-31.1679,63.9561,63.9302,64.8689,64.8826,2021-11-17T03:37:09.884,2021-11-17T03:37:17.884,-31.763275,64.40944999999999,9.496062992125983,8.97737556561086,3.8157894736842106,1.160377358490566,13.647058823529411,46.29707112970711,16.606264656851863
799394,20210413T160634078_20210413T160642078,20210413,56285.0,1.65,59445.0,16.49,61855.0,5.25,35,True,False,A4,A1,31.07,18.48,40.32,58784.75,1382.19,793.68,3.965,0.886,670.56,55135.0,2.52,59295.0,28.68,61855.0,2.49,True,,,16.8924,15.5284,15.655,17.0225,-129.3,-129.158,-128.155,-128.289,2021-04-13T16:06:34.078,2021-04-13T16:06:42.078,16.274575,-128.72549999999998,11.133858267716535,3.1131221719457014,1.1842105263157896,1.2169811320754718,20.0,45.44769874476987,17.90412915717664
1302667,20221011T043550767_20221011T043558767,20221011,16135.0,1184.17,16295.0,1520.3,20825.0,152.02,1,False,True,C2,C1,972.27,12886.05,867.4,16073.38,104.76,1950.54,4221.697,0.977,5682.28,16135.0,1294.81,16395.0,1675.92,23575.0,-52.04,True,,,-71.8007,-72.9537,-73.1696,-72.0081,-118.369,-119.12,-116.561,-115.956,2022-10-11T04:35:50.767,2022-10-11T04:35:58.767,-72.483025,-117.5015,11.88976377952756,7.601809954751131,3.684210526315789,0.9622641509433962,14.352941176470589,45.15481171548117,16.354198696510366
