class_file_name,date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag,
20191001T125651361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
20191001T065051361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065059361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065107361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065115361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065123361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065131361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065139361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065147361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065155361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065203361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065211361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065219361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065227361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065235361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065243361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065251361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065259361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065307361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065315361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T065323361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T124251361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
20191001T124259361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
20191001T065331361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T124307361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
20191001T124315361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
20191001T124323361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
20191001T124331361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
20191001T065339361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T124339361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
20191001T124347361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
20191001T124355361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
20191001T124403361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
20191001T065347361_2019100,20191001,23845,0.8,24365,8.04,26525,0.81,34,False,True,False,A1,sub-A,2.14,23.65,5.88,24102.26,177.94,897.55,0.823,0.876,324.87,22615,1.14,24405,10.95,27535,0.36,True,
20191001T124411361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
20191001T124419361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
20191001T124427361_2019100,20191001,45765,2.27,46085,21.88,48205,2.2,20,False,False,False,A2,A2,3.96,97.33,14.0,45906.66,103.4,901.22,2.005,0.955,511.68,45175,-0.7,46165,25.41,48415,1.36,True,
