class_file_name,date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag,
20230913T002319511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002327511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002335511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002343511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002351511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002359511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002407511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002415511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002423511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002431511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002439511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002447511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002455511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002503511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002511511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002519511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002527511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002535511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002543511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002551511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002559511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002607511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002615511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
20230913T002623511_2023091,20230913,55.0,654.5,305.0,715.79,2965.0,71.62,2,False,True,True,C1,B7,515.55,1322.0,688.44,-166.34,427.63,1029.19,202.098,0.996,2651.97,55.0,668.72,315.0,741.87,5455.0,10.2,True,
