class_file_name,date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag,
20211107T063306734_2021110,20211107,23585,4.39,23895,45.32,24415,41.93,8,False,False,False,B1,A4,101.47,1554.94,23.49,23686.57,77.1,6395.99,30.105,0.933,201.36,22805,-0.95,23825,57.02,24415,41.23,True,
20211107T063314734_2021110,20211107,23585,4.39,23895,45.32,24415,41.93,8,False,False,False,B1,A4,101.47,1554.94,23.49,23686.57,77.1,6395.99,30.105,0.933,201.36,22805,-0.95,23825,57.02,24415,41.23,True,
20211107T063322734_2021110,20211107,23585,4.39,23895,45.32,24415,41.93,8,False,False,False,B1,A4,101.47,1554.94,23.49,23686.57,77.1,6395.99,30.105,0.933,201.36,22805,-0.95,23825,57.02,24415,41.23,True,
20211107T063330734_2021110,20211107,23585,4.39,23895,45.32,24415,41.93,8,False,False,False,B1,A4,101.47,1554.94,23.49,23686.57,77.1,6395.99,30.105,0.933,201.36,22805,-0.95,23825,57.02,24415,41.23,True,
20211107T063338734_2021110,20211107,23585,4.39,23895,45.32,24415,41.93,8,False,False,False,B1,A4,101.47,1554.94,23.49,23686.57,77.1,6395.99,30.105,0.933,201.36,22805,-0.95,23825,57.02,24415,41.23,True,
20211107T063346734_2021110,20211107,23585,4.39,23895,45.32,24415,41.93,8,False,False,False,B1,A4,101.47,1554.94,23.49,23686.57,77.1,6395.99,30.105,0.933,201.36,22805,-0.95,23825,57.02,24415,41.23,True,
20211107T063354734_2021110,20211107,23585,4.39,23895,45.32,24415,41.93,8,False,False,False,B1,A4,101.47,1554.94,23.49,23686.57,77.1,6395.99,30.105,0.933,201.36,22805,-0.95,23825,57.02,24415,41.23,True,
20211107T063402734_2021110,20211107,23585,4.39,23895,45.32,24415,41.93,8,False,False,False,B1,A4,101.47,1554.94,23.49,23686.57,77.1,6395.99,30.105,0.933,201.36,22805,-0.95,23825,57.02,24415,41.23,True,
20211107T063410734_2021110,20211107,23585,4.39,23895,45.32,24415,41.93,8,False,False,False,B1,A4,101.47,1554.94,23.49,23686.57,77.1,6395.99,30.105,0.933,201.36,22805,-0.95,23825,57.02,24415,41.23,True,
20211107T063418734_2021110,20211107,23585,4.39,23895,45.32,24415,41.93,8,False,False,False,B1,A4,101.47,1554.94,23.49,23686.57,77.1,6395.99,30.105,0.933,201.36,22805,-0.95,23825,57.02,24415,41.23,True,
20211107T063426734_2021110,20211107,23585,4.39,23895,45.32,24415,41.93,8,False,False,False,B1,A4,101.47,1554.94,23.49,23686.57,77.1,6395.99,30.105,0.933,201.36,22805,-0.95,23825,57.02,24415,41.23,True,
20211107T063434734_2021110,20211107,23585,4.39,23895,45.32,24415,41.93,8,False,False,False,B1,A4,101.47,1554.94,23.49,23686.57,77.1,6395.99,30.105,0.933,201.36,22805,-0.95,23825,57.02,24415,41.23,True,
