class_file_name,date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag,
20220501T180612505_2022050,20220501,65165,126.71,66835,561.05,69775,58.69,1,False,False,True,C1,B5,759.31,746.18,820.21,66195.0,845.25,963.75,2155.031,0.928,1997.27,65165,51.92,66795,624.27,69775,68.93,True,
20220501T180620505_2022050,20220501,65165,126.71,66835,561.05,69775,58.69,1,False,False,True,C1,B5,759.31,746.18,820.21,66195.0,845.25,963.75,2155.031,0.928,1997.27,65165,51.92,66795,624.27,69775,68.93,True,
20220501T180628505_2022050,20220501,65165,126.71,66835,561.05,69775,58.69,1,False,False,True,C1,B5,759.31,746.18,820.21,66195.0,845.25,963.75,2155.031,0.928,1997.27,65165,51.92,66795,624.27,69775,68.93,True,
20220501T180636505_2022050,20220501,65165,126.71,66835,561.05,69775,58.69,1,False,False,True,C1,B5,759.31,746.18,820.21,66195.0,845.25,963.75,2155.031,0.928,1997.27,65165,51.92,66795,624.27,69775,68.93,True,
20220501T180644505_2022050,20220501,65165,126.71,66835,561.05,69775,58.69,1,False,False,True,C1,B5,759.31,746.18,820.21,66195.0,845.25,963.75,2155.031,0.928,1997.27,65165,51.92,66795,624.27,69775,68.93,True,
20220501T180652505_2022050,20220501,65165,126.71,66835,561.05,69775,58.69,1,False,False,True,C1,B5,759.31,746.18,820.21,66195.0,845.25,963.75,2155.031,0.928,1997.27,65165,51.92,66795,624.27,69775,68.93,True,
20220501T180700505_2022050,20220501,65165,126.71,66835,561.05,69775,58.69,1,False,False,True,C1,B5,759.31,746.18,820.21,66195.0,845.25,963.75,2155.031,0.928,1997.27,65165,51.92,66795,624.27,69775,68.93,True,
20220501T180708505_2022050,20220501,65165,126.71,66835,561.05,69775,58.69,1,False,False,True,C1,B5,759.31,746.18,820.21,66195.0,845.25,963.75,2155.031,0.928,1997.27,65165,51.92,66795,624.27,69775,68.93,True,
20220501T180716505_2022050,20220501,65165,126.71,66835,561.05,69775,58.69,1,False,False,True,C1,B5,759.31,746.18,820.21,66195.0,845.25,963.75,2155.031,0.928,1997.27,65165,51.92,66795,624.27,69775,68.93,True,
20220501T180724505_2022050,20220501,65165,126.71,66835,561.05,69775,58.69,1,False,False,True,C1,B5,759.31,746.18,820.21,66195.0,845.25,963.75,2155.031,0.928,1997.27,65165,51.92,66795,624.27,69775,68.93,True,
