class_file_name,date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag,
20200501T110617337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110625337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110633337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110641337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110649337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110657337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110705337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110713337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110721337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110729337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110737337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110745337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110753337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110801337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110809337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110817337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110825337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110833337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110841337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110849337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110857337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110905337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110913337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110921337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110929337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
20200501T110937337_2020050,20200501,39975,3.59,40335,35.47,41805,0.25,10,False,False,False,A4,A3,7.2,59.32,37.47,40194.09,139.69,277.14,9.011,0.947,300.38,39775,-0.33,40255,43.33,42415,-1.21,True,
