class_file_name,date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag,
20190914T203439606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203447606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203455606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204039606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204047606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204055606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203503606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203511606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203519606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203527606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203535606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203543606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203551606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203559606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203607606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203615606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203623606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203631606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203639606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203647606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203655606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203703606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203711606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203719606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203727606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203735606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203743606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203751606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203759606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203807606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203815606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203823606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203831606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203839606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203847606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203855606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203903606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203911606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203919606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203927606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203935606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203943606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203951606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T203959606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204007606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204015606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204023606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204031606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204407606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204415606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204423606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204103606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204111606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204119606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
20190914T204127606_2019091,20190914,74075,0.19,74215,2.05,74905,0.21,18,False,False,True,sub-A,sub-A,0.82,7.11,1.41,74142.01,46.06,290.44,0.198,0.576,43.37,72535,-0.18,74235,3.05,75295,0.67,True,
