class_file_name,date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag,
20240501T073052882_2024050,20240501,27045.0,33.15,28345.0,657.4,29395.0,66.01,1,False,False,True,C4,B6,3663.61,666.62,4874.19,28262.47,482.24,82.66,15342.535,0.774,500.92,25355.0,229.02,28525.0,675.85,29905.0,-263.29,True,
20240501T073100882_2024050,20240501,27045.0,33.15,28345.0,657.4,29395.0,66.01,1,False,False,True,C4,B6,3663.61,666.62,4874.19,28262.47,482.24,82.66,15342.535,0.774,500.92,25355.0,229.02,28525.0,675.85,29905.0,-263.29,True,
20240501T073108882_2024050,20240501,27045.0,33.15,28345.0,657.4,29395.0,66.01,1,False,False,True,C4,B6,3663.61,666.62,4874.19,28262.47,482.24,82.66,15342.535,0.774,500.92,25355.0,229.02,28525.0,675.85,29905.0,-263.29,True,
20240501T073116882_2024050,20240501,27045.0,33.15,28345.0,657.4,29395.0,66.01,1,False,False,True,C4,B6,3663.61,666.62,4874.19,28262.47,482.24,82.66,15342.535,0.774,500.92,25355.0,229.02,28525.0,675.85,29905.0,-263.29,True,
20240501T073124882_2024050,20240501,27045.0,33.15,28345.0,657.4,29395.0,66.01,1,False,False,True,C4,B6,3663.61,666.62,4874.19,28262.47,482.24,82.66,15342.535,0.774,500.92,25355.0,229.02,28525.0,675.85,29905.0,-263.29,True,
20240501T073132882_2024050,20240501,27045.0,33.15,28345.0,657.4,29395.0,66.01,1,False,False,True,C4,B6,3663.61,666.62,4874.19,28262.47,482.24,82.66,15342.535,0.774,500.92,25355.0,229.02,28525.0,675.85,29905.0,-263.29,True,
20240501T073140882_2024050,20240501,27045.0,33.15,28345.0,657.4,29395.0,66.01,1,False,False,True,C4,B6,3663.61,666.62,4874.19,28262.47,482.24,82.66,15342.535,0.774,500.92,25355.0,229.02,28525.0,675.85,29905.0,-263.29,True,
20240501T073148882_2024050,20240501,27045.0,33.15,28345.0,657.4,29395.0,66.01,1,False,False,True,C4,B6,3663.61,666.62,4874.19,28262.47,482.24,82.66,15342.535,0.774,500.92,25355.0,229.02,28525.0,675.85,29905.0,-263.29,True,
20240501T073156882_2024050,20240501,27045.0,33.15,28345.0,657.4,29395.0,66.01,1,False,False,True,C4,B6,3663.61,666.62,4874.19,28262.47,482.24,82.66,15342.535,0.774,500.92,25355.0,229.02,28525.0,675.85,29905.0,-263.29,True,
20240501T073204882_2024050,20240501,27045.0,33.15,28345.0,657.4,29395.0,66.01,1,False,False,True,C4,B6,3663.61,666.62,4874.19,28262.47,482.24,82.66,15342.535,0.774,500.92,25355.0,229.02,28525.0,675.85,29905.0,-263.29,True,
20240501T073212882_2024050,20240501,27045.0,33.15,28345.0,657.4,29395.0,66.01,1,False,False,True,C4,B6,3663.61,666.62,4874.19,28262.47,482.24,82.66,15342.535,0.774,500.92,25355.0,229.02,28525.0,675.85,29905.0,-263.29,True,
