class_file_name,date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag,
20240323T170334389_2024032,20240323,59295.0,8179.12,60505.0,14324.85,62975.0,1421.86,1,True,False,True,M1,M1,2223.24,14552.76,99591.6,60304.04,1126.8,206.36,428355.753,0.986,27746.06,59295.0,6724.09,60695.0,15811.82,64615.0,-205.2,True,
20240323T170342389_2024032,20240323,59295.0,8179.12,60505.0,14324.85,62975.0,1421.86,1,True,False,True,M1,M1,2223.24,14552.76,99591.6,60304.04,1126.8,206.36,428355.753,0.986,27746.06,59295.0,6724.09,60695.0,15811.82,64615.0,-205.2,True,
20240323T170350389_2024032,20240323,59295.0,8179.12,60505.0,14324.85,62975.0,1421.86,1,True,False,True,M1,M1,2223.24,14552.76,99591.6,60304.04,1126.8,206.36,428355.753,0.986,27746.06,59295.0,6724.09,60695.0,15811.82,64615.0,-205.2,True,
20240323T170358389_2024032,20240323,59295.0,8179.12,60505.0,14324.85,62975.0,1421.86,1,True,False,True,M1,M1,2223.24,14552.76,99591.6,60304.04,1126.8,206.36,428355.753,0.986,27746.06,59295.0,6724.09,60695.0,15811.82,64615.0,-205.2,True,
20240323T170406389_2024032,20240323,59295.0,8179.12,60505.0,14324.85,62975.0,1421.86,1,True,False,True,M1,M1,2223.24,14552.76,99591.6,60304.04,1126.8,206.36,428355.753,0.986,27746.06,59295.0,6724.09,60695.0,15811.82,64615.0,-205.2,True,
20240323T170414389_2024032,20240323,59295.0,8179.12,60505.0,14324.85,62975.0,1421.86,1,True,False,True,M1,M1,2223.24,14552.76,99591.6,60304.04,1126.8,206.36,428355.753,0.986,27746.06,59295.0,6724.09,60695.0,15811.82,64615.0,-205.2,True,
20240323T170422389_2024032,20240323,59295.0,8179.12,60505.0,14324.85,62975.0,1421.86,1,True,False,True,M1,M1,2223.24,14552.76,99591.6,60304.04,1126.8,206.36,428355.753,0.986,27746.06,59295.0,6724.09,60695.0,15811.82,64615.0,-205.2,True,
20240323T170430389_2024032,20240323,59295.0,8179.12,60505.0,14324.85,62975.0,1421.86,1,True,False,True,M1,M1,2223.24,14552.76,99591.6,60304.04,1126.8,206.36,428355.753,0.986,27746.06,59295.0,6724.09,60695.0,15811.82,64615.0,-205.2,True,
20240323T170438389_2024032,20240323,59295.0,8179.12,60505.0,14324.85,62975.0,1421.86,1,True,False,True,M1,M1,2223.24,14552.76,99591.6,60304.04,1126.8,206.36,428355.753,0.986,27746.06,59295.0,6724.09,60695.0,15811.82,64615.0,-205.2,True,
20240323T170446389_2024032,20240323,59295.0,8179.12,60505.0,14324.85,62975.0,1421.86,1,True,False,True,M1,M1,2223.24,14552.76,99591.6,60304.04,1126.8,206.36,428355.753,0.986,27746.06,59295.0,6724.09,60695.0,15811.82,64615.0,-205.2,True,
