class_file_name,date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag,
20210222T190848659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T190856659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T190904659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T190912659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T190920659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T190928659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T190936659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T190944659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T190952659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191000659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191008659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191016659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191024659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191032659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191040659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191048659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191056659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191104659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191112659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191120659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191128659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191136659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191144659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191152659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191200659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191208659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191216659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191224659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191232659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191240659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191248659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191256659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191304659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
20210222T191312659_2021022,20210222,68925,2.54,69675,25.29,70435,2.5,23,False,True,False,A4,A2,19.03,25.98,133.28,69593.11,341.76,83.51,5.612,0.927,288.41,68745,-0.28,69785,29.99,72255,-1.4,True,
