class_file_name,date,post_fit_start_time,post_fit_start_count,post_fit_peak_time,post_fit_peak_count,post_fit_end_time,post_fit_end_count,complex_region,active_region,multi_flare_region_flag,multi_flare_unresolved_flag,flare_class_with_bg,flare_class_without_bg,mean_background,flare amplitude,fit_param_Aprime,fit_param_mu,fit_param_sigma,fit_param_tau,redchisq,rsquared,snr,pre_fit_start_time,pre_fit_start_count,pre_fit_peak_time,pre_fit_peak_count,pre_fit_end_time,pre_fit_end_count,flag,
20221101T051515791_2022110,20221101,18915,1.78,19225,16.91,20185,14.35,6,False,True,False,B2,A1,280.78,500.04,8.81,19016.47,79.79,5672.9,39.393,0.487,76.72,18655,5.04,20005,33.97,20185,16.25,True,
20221101T051523791_2022110,20221101,18915,1.78,19225,16.91,20185,14.35,6,False,True,False,B2,A1,280.78,500.04,8.81,19016.47,79.79,5672.9,39.393,0.487,76.72,18655,5.04,20005,33.97,20185,16.25,True,
20221101T051531791_2022110,20221101,18915,1.78,19225,16.91,20185,14.35,6,False,True,False,B2,A1,280.78,500.04,8.81,19016.47,79.79,5672.9,39.393,0.487,76.72,18655,5.04,20005,33.97,20185,16.25,True,
20221101T051539791_2022110,20221101,18915,1.78,19225,16.91,20185,14.35,6,False,True,False,B2,A1,280.78,500.04,8.81,19016.47,79.79,5672.9,39.393,0.487,76.72,18655,5.04,20005,33.97,20185,16.25,True,
20221101T051547791_2022110,20221101,18915,1.78,19225,16.91,20185,14.35,6,False,True,False,B2,A1,280.78,500.04,8.81,19016.47,79.79,5672.9,39.393,0.487,76.72,18655,5.04,20005,33.97,20185,16.25,True,
20221101T051555791_2022110,20221101,18915,1.78,19225,16.91,20185,14.35,6,False,True,False,B2,A1,280.78,500.04,8.81,19016.47,79.79,5672.9,39.393,0.487,76.72,18655,5.04,20005,33.97,20185,16.25,True,
20221101T051603791_2022110,20221101,18915,1.78,19225,16.91,20185,14.35,6,False,True,False,B2,A1,280.78,500.04,8.81,19016.47,79.79,5672.9,39.393,0.487,76.72,18655,5.04,20005,33.97,20185,16.25,True,
20221101T051611791_2022110,20221101,18915,1.78,19225,16.91,20185,14.35,6,False,True,False,B2,A1,280.78,500.04,8.81,19016.47,79.79,5672.9,39.393,0.487,76.72,18655,5.04,20005,33.97,20185,16.25,True,
20221101T051619791_2022110,20221101,18915,1.78,19225,16.91,20185,14.35,6,False,True,False,B2,A1,280.78,500.04,8.81,19016.47,79.79,5672.9,39.393,0.487,76.72,18655,5.04,20005,33.97,20185,16.25,True,
20221101T051627791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051635791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051643791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051651791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051659791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051707791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051715791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051723791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051731791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051739791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051747791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051755791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051803791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051811791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051819791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051827791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051835791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051843791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051851791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051859791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051907791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051915791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051923791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051931791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051939791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051947791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
20221101T051955791_2022110,20221101,18985,4.19,19565,42.69,20185,10.55,6,False,True,False,B3,A4,280.78,58.46,59.11,19380.62,237.09,293.88,39.393,0.846,126.92,18655,5.14,19455,53.89,20185,12.45,True,
